field
CDP_ACTVE_EMISSNS_TARGT
CDP_A_CO2_EQ_SVGS_FR_E_RED_P_CO
CDP_A_CO2_EQV_SA_FR_E_RED_P_IMP
CDP_BASE_YEAR_ABSOLUTE_TARGET
CDP_BASE_YR_EMISSIONS_ABS_TARGET
CDP_BASE_YR_EMISS_INTENS_TARGET
CDP_BASE_YEAR_INTENSITY_TARGET
CDP_BASE_YR_RENEW_CONSUMPT_TGT
CDP_BASE_YR_RENEW_PROD_TARGET
CDP_BASE_YR_ENR_CONS_RNW_CON_TGT
CDP_BASE_YR_ENR_PROD_RNW_PRO_TGT
CDP_BRD_LVL_OVRSIT_CLMT_REL_ISS
CDP_CLMT_REL_RSK_SUBSTAN_IMP
CDP_CLMT_REL_OPP_SUBSTANTVE_IMP
CDP_CLMT_CHG_INTEG_IN_BUSN_STR
CDP_COMP_CMTS_ON_COMP_RNW_CON_T
CDP_COMP_CMTS_ON_COMP_INT_TGT
CDP_COMP_CMTS_ON_COMP_RNW_PRO_T
CDP_COMP_CMTS_ON_COMP_ABS_TGT
CDP_COMP_SELECTED_EMISSION_INT
CDP_CSTMR_ENG_ON_CLMT_REL_ISSUS
CDP_DENOM_VAL_IN_COMP_SEL_EM_INT
CDP_DES_G_&_S_TH_ENB_3RD_P_AVD_E
CDP_DESC_INTERNAL_PX_CARBON
CDP_EMISSION_REDUCT_ACT_PLAN_IMP
CDP_EMIS_PCT_CVRD_SCP_3_ABS_TGT
CDP_EMIS_PCT_CVRD_SCP_3_INTN_TGT
CDP_EMISSIONS_%_CVRD_ABS_TARGET
CDP_EMISS_%_CVRD_INTENS_TARGET
CDP_EMISSIONS_REDUCT_ABS_TARGET
CDP_EMISS_REDUCT_INTENS_TARGET
CDP_EMISS_RED_TGT_REACHED_OR_CP
CDP_EMISSIONS_SCOPE_ABS_TARGET
CDP_EMISS_SCOPE_INTENS_TARGET
CDP_EMISSIONS_FROM_NF3
CDP_ENERGY_CERTS_RETIRED
CDP_ENRGY_TYP_RENEW_CONSUMPT_TGT
CDP_ESTIMATION_GR_GBL_SCOPE_1_EM
CDP_ESTIMATION_GR_GBL_SCOPE_2_EM
CDP_EX_CLMT_CHG_INT_IN_BUSN_STR
CDP_EX_CL_CHG_NOT_INT_IN_BUS_STR
CDP_EX_WHY_NO_VALUE_CHAIN_ENG
CDP_EX_WHY_NOT_EXP_TO_OTH_OPPORT
CDP_EX_WHY_NOT_EXP_TO_OTH_RISKS
CDP_EX_WHY_NOT_EXP_TO_PHYS_OPP
CDP_EX_WHY_NOT_EXP_TO_PHYS_RISKS
CDP_EX_WHY_NOT_EXP_TO_REGUL_OPP
CDP_EX_WHY_NOT_EXP_TO_REG_RISKS
CDP_EXPNTN_CHG_IN_REV_EM_INT
CDP_EXPNTN_CHG_IN_COMP_SEL_EM_IN
CDP_FIRM_ENG_VL_CHN_CLMT_REL_ISS
CDP_FIRM_USES_INTRNL_PX_OF_CARBN
CDP_FUEL_USED_BIODIESELS
CDP_FUEL_USED_BIOGAS
CDP_FUEL_USED_CRUDE_OIL
CDP_HI_POS_RSPNBLTY_CLMT_REL_ISS
CDP_INTERNAL_PRICE_CARBON
CDP_LEVEL_OF_UNCERTAINTY_SCOPE_1
CDP_LEVEL_OF_UNCERTAINTY_SCOPE_2
CDP_LOCATION_BASED_SCOPE_2_EMISS
CDP_LOW_CARBON_ENERGY_PURCHASES
CDP_MKT_BASED_SCOPE_2_EMISSIONS
CDP_METRIC_DENOM_INTENS_TARGET
CDP_MKT_OR_LOC_BSD_SC_2_IN_EM_IN
CDP_M_OR_L_B_SC_2_IN_CO_SEL_E_IN
CDP_#_EMISSION_REDUCT_PRO_IMP
CDP_#_SUP_ENGAGED_ON_GHG_EMISS
CDP_OTHR_ACTVE_CLMT_REL_TARGETS
CDP_OTHER_OPP_DES
CDP_OTHER_OPP
CDP_OTHER_RISK_EXP
CDP_OTHER_RISK_EXP_DES
CDP_%_CHG_IN_REV_EMISSION_INTENS
CDP_PCT_DATA_VERIFIED_SCOPE_1
CDP_PCT_DATA_VERIFIED_SCOPE_2
CDP_PCT_DATA_VERIFIED_SCOPE_3
CDP_%_EMISS_REDUCED_ABS_TARGET
CDP_%_EMISS_REDUCED_INTENS_TGT
CDP_%_TM_COMPLETE_ABS_TARGET
CDP_%_TM_COMPLETE_INTENS_TARGET
CDP_%_TOT_SPEND_ON_ENGAGED_SUP
CDP_PHYSICAL_OPP_DES
CDP_PHYSICAL_OPP
CDP_PHYSICAL_RISK_EXP
CDP_PHYSICAL_RISK_EXP_DES
CDP_REGULATORY_OPP_DES
CDP_REGULATORY_OPP
CDP_REGULATORY_RISK_EXP
CDP_REGULATORY_RISK_EXP_DES
CDP_RENEW_ENR_PRO_AND/OR_CON_TGT
CDP_CH4_EMISSIONS_CO2_EQUIV
CDP_REPORTED_CO2
CDP_REPORTED_FISCAL_YEAR
CDP_HFC_EMISSIONS_CO2_EQUIV
CDP_N2O_EMISSIONS_CO2_EQUIV
CDP_PFC_EMISSIONS_CO2_EQUIV
CDP_SF6_EMISSIONS_CO2_EQUIV
CDP_REPORTING_BOUNDARIES
CDP_METHODOLOGY
CDP_RESPONSE_STATUS
CDP_REV_CURNCY_IN_EMISSION_INT
CDP_REVENUE_EMISSION_INTENSITY
CDP_SCOPE_1_VERIFICATION_STD
CDP_SCOPE_2_VERIF_MKT_OR_LOC_BSD
CDP_SCOPE_2_VERIFICATION_STD
CDP_SCP_3_BSE_YR_EMISS_ABS_TGT
CDP_SCP_3_BSE_YR_EMISS_INT_TGT
CDP_SCOPE_3_CAPITL_GOODS
CDP_SCOPE_3_DWNSTRM_LEASD_ASSTS
CDP_SCP_3_DWNSTRM_TRANS_DISTRIB
CDP_SCP_3_EMIS_ABS_TGT_BASE_YR
CDP_SCP_3_EMIS_INTEN_TGT_BASE_YR
CDP_SCP_3_EMISS_REDUCT_ABS_TGT
CDP_SCP_3_EMISS_REDUCT_INT_TGT
CDP_SCOPE_3_EMISSNS_STANDRDS
CDP_EMISSIONS_EMP_BUS_TRAVEL
CDP_SCP_3_EOL_TRTMNT_SOLD_PRODS
CDP_SCOPE_3_FRANCHSS
CDP_SCP_3_FUEL_AND_ENRG_REL_ACT
CDP_SCOPE_3_INVESTMENTS
CDP_SCP_3_EMISS_REDCD_ABS_TGT
CDP_SCP_3_EMISS_REDCD_INT_TGT
CDP_SCOPE_3_PRCSS_OF_SOLD_PRODS
CDP_SCOPE_3_PURCH_GOODS_&_SRVCS
CDP_SCP_3_TGT_YEAR_ABSLTE_TGT
CDP_SCP_3_TGT_YEAR_INTNSTY_TGT
CDP_SCOPE_3_UPSTRM_LEASE_ASSTS
CDP_SCP_3_UPSTRM_TRANS_DISTRIB
CDP_SCOPE_3_USE_PRODUCTS
CDP_SCOPE_3_VERIFICATION_STD
CDP_SCOPE_3_WASTE_GENRTD_IN_OP
CDP_SPEC_CLMT_RSK_DRVRS_SBST_IMP
CDP_SPEC_OPP_DRVRS_WITH_SBST_IMP
CDP_SUPPLR_ENG_ON_CLMT_REL_ISSUS
CDP_SURVEY_YEAR
CDP_TARGET_YEAR_ABSOLUTE_TARGET
CDP_TARGET_YEAR_INTENSITY_TARGET
CDP_TARGET_YR_RENEW_CONSUMPT_TGT
CDP_TARGET_YR_RENEW_PROD_TARGET
CDP_TOT_PROD_&_CONS_RENEW_ELEC
CDP_TOT_ELECTRICITY_CONSUMPTION
CDP_TOTAL_ELECTRICITY_PRODUCTION
CDP_TOTAL_FUEL_CONSUMPTION
CDP_TOT_PURCH_ELECT_CONS
CDP_TOT_RENEWABLE_ELECT_PROD
CDP_TOT_REV_IN_EMISSION_INTENS
CDP_TYPE_SCOPE_1_VERIFICATION
CDP_TYPE_SCOPE_2_VERIFICATION
CDP_TYPE_SCOPE_3_VERIFICATION
CDP_U_DENOM_IN_COMP_SEL_EM_INT
CDP_VALUE_CHAIN_ENGAGEMENT
CDP_VAL_CHAIN_ENG_ELEMENTS_SEL
CDP_VALUE_CHAIN_ENG_STRATEGY
CO2_EM_LES_ALLOW_MIL_MT_U_EU_ETS
CO2_EMISS_PER_FRGT_TON_KMS
CO2_INTENSITY_PER_ENERGY_CONSMD
CO2_INTENSITY_PER_POWER_GEN
CO2_INTENSITY_PER_VEHICLE
CO2_PER_CAPITA
CO2_PER_GDP
CADMIUM_EMISSIONS
CO2_ALLOW_MIL_MT_UNDER_EU_ETS
CO2_EM_MIL_MT_UNDER_EU_ETS
CO2_INTENSITY_PER_ASSETS
CO2_INTENSITY_PER_EBITDA
CO2_INTENSITY_PER_EMPLOYEE
CO2_INTENSITY_PER_GWH_SOLD
CO2_INTENSITY_PER_MBOE
CO2_INTENSITY_PER_RPM
CO2_INTENSITY_PER_KWH_SOLD
CO2_INTENSITY_PER_SALES_CALC
CO2_INTENSITY_PER_SQ_FT
CARBON_INTENSITY_ALUMINUM
CARBN_INTNSTY_OF_ELEC_DERVD
CARBON_MONOXIDE_EMISSIONS
CARBON_OFFSETS
CARBON_PRICING
CARBON_PER_UNIT_OF_PROD
CERT_FOR_BIOMASS_FEEDSTK
COD_OF_DISCHARGES
CHEMICAL_RECYCLING
CLIMATE_CHG_OPPORTUNITIES
CLIMATE_CHG_POLICY
CLIMATE_SCENARIO_ANALYSIS
CLOSURE_AND_REMEDIATION_POLICY
CDP_CO_USES_GHG_OTH_METHODOLOGY
COAL_%_ENERGY_CAPACITY
COAL_ASH_BENFCIALLY_USED
COAL_ASH_MANAGEMENT_POLICY
COAL_ENERGY_CAPACITY
COAL_ENERGY_PRODUCTION
COAL_%_ENERGY_PRODUCTION
COAL/LIG_%_ENERGY_PRODUCTION
CMDTY_SRCNG_ESG_RISKS_DISCSD
CONSISTENT_REPORTING_BASIS
COOLING_WATER_INFLOW
COOLING_WATER_OUTFLOW
CORPORATE_AVERAGE_FUEL_ECONOMY
CUSTOMER_EFFICIENCY_INITIATIVES
DATA_CENTERS_ENV_STBLY
DERIVED_ELECTRC_VEHCLS_SOLD_PCT
CDP_DTL_CMTE_RESP_CLIMATE_CHANGE
DIOXINS_AND_FURANS
DIRECT_CO2_EMISSIONS
DIRECT_CARBON_INTENSITY_ALUM
DIR_CARBN_INTENS_OF_CEMNT_DERVD
DIR_CARBN_INTENS_OF_CLINKR_DERVD
DIRECT_CARBON_INT_IRON_STEEL
DIR_CARBN_INTENS_OF_STEEL_DERVD
DIR_HFC_EMISSIONS_IN_CO2_EQUIV
DIR_METHANE_EM_IN_CO2_EQUIV
DIRECT_NITROUS_OXIDE_EMISSIONS
DIR_N2O_EM_IN_CO2_EQUIV
DIR_PFC_EMISSIONS_IN_CO2_EQUIV
DIR_SF6_EMISSIONS_IN_CO2_EQUIV
DIRECT_SF6_EMISSIONS
DISCHARGE_TO_WATER
DIST_CVRD_ZEV_PCT
DIVRTD_H2O_EX_HYDRPWR_GENRTN
DIVRTD_H2O_GNRTN_OF_HYDRPWR
DRILLING_WASTE
GB_ASSURANCE_PROVIDERS
GB_MANAGEMENT_PROCEEDS
GB_PROJECT_SELECTION_PROCESS
GB_REPORTING
CDP_EU_EMISSIONS_TRAD_ALLOWNCE
CDP_EU_EMISSIONS_TRAD_EMISSIONS
EU_TAX_ALIGNED_CAPEX_AMT
EU_TAX_ALIGNED_CAPEX_PCT
EU_TAX_ALIGNED_OPEX_AMT
EU_TAX_ALIGNED_OPEX_PCT
EU_TAX_ALIGNED_REV_AMT
EU_TAX_ALIGNED_REV_PCT
EU_TAX_ALIGNED_USE_PROCEEDS_PCT
EU_TAX_ELIGIBLE_CAPEX_AMT
EU_TAX_ELIGIBLE_CAPEX_PCT
EU_TAX_ELIGIBLE_OPEX_AMT
EU_TAX_ELIGIBLE_OPEX_PCT
EU_TAX_ELIGIBLE_REV_AMT
EU_TAX_ELIGIBLE_REV_PCT
EU_TAX_EST_DNSH_ADP_LVL_1
EU_TAX_EST_DNSH_ADP_LVL_2
EU_TAX_EST_DNSH_BIODIV_LVL_1
EU_TAX_EST_DNSH_BIODIV_LVL_2
EU_TAX_EST_DNSH_MIT_LVL_1
EU_TAX_EST_DNSH_MIT_LVL_2
EU_TAX_EST_DNSH_POLLUTION_LVL_1
EU_TAX_EST_DNSH_POLLUTION_LVL_2
EU_TAX_EST_DNSH_WASTE_LVL_1
EU_TAX_EST_DNSH_WASTE_LVL_2
EU_TAX_EST_DNSH_WATER_LVL_1
EU_TAX_EST_DNSH_WATER_LVL_2
EU_TAX_EST_ELIGIBLE_REV_AMT
EU_TAX_EST_ELIGIBLE_REV_PCT
EU_TAX_EST_SC_ADP_REV_AMT
EU_TAX_EST_SC_ADP_REV_PCT
EU_TAX_EST_SC_BIODIV_REV_AMT
EU_TAX_EST_SC_BIODIV_REV_PCT
EU_TAX_EST_SC_MIT_REV_AMT
EU_TAX_EST_SC_MIT_REV_PCT
EU_TAX_EST_SC_POLLUTION_REV_AMT
EU_TAX_EST_SC_POLLUTION_REV_PCT
EU_TAX_EST_SC_REV_AMT
EU_TAX_EST_SC_REV_PCT
EU_TAX_EST_SC_WASTE_REV_AMT
EU_TAX_EST_SC_WASTE_REV_PCT
EU_TAX_EST_SC_WATER_REV_AMT
EU_TAX_EST_SC_WATER_REV_PCT
ELEC_CONS_LNDLD_SVC_COM_AREA
ELEC_GEN_CAP_TH_OTH_N_RENEW_MW
ELEC_GEN_CAP_OTH_NON_RENEW_%
ELEC_GEN_CAP_RENEW_GEOTHERMAL_MW
ELEC_GEN_CAP_THERM_COAL/LIG_MW
ELEC_GEN_CAP_THERM_MULTIFUEL_MW
ELECT_GEN_PROD_OTH_NON_RENEW_%
ELECT_GEN_PROD_THERM_LIGNITE_%
ELECT_GEN_PROD_THERM_MULTI_%
ELECTRICITY_GEN_CAPACITY_TOT_MW
ELECTRICITY_GEN_CAP_GEOTHERMAL_%
ELECTRICITY_GEN_CAP_THERM_CHP_MW
ELECTRICITY_GEN_CAP_THERM_CHP_%
ELEC_GEN_CAP_THERM_COAL/LC_MW
ELEC_GEN_CAP_THERM_LIGNITE_%
ELEC_GEN_CAP_THERM_MULTI_%
ELECTRICITY_GEN_CAP_THERM_OIL_MW
ELECTRICITY_GEN_CAP_THERM_OIL_%
ELECT_GEN_PROD_GEOTHERMAL_%
ELECT_GEN_PROD_THERM_CHP_%
ELECT_GEN_PROD_THERM_OIL_%
ELEC_PROD_RENEW_GEOTHERMAL_GWH
ELEC_PROD_THERM_OTH_N_RENEW_GWH
ELECTRICITY_PROD_THERM_CHP_GWH
ELEC_PROD_THERM_COAL/LIG_GWH
ELEC_PROD_THERM_COAL/LC_GWH
ELEC_PROD_THERM_MULTIFUEL_GWH
ELECTRICITY_PROD_THERM_OIL_GWH
ELECTRICITY_USED
E_WASTE
ELECTRONIC_WASTE_RECYCLED
EMBEDDED_CARBON_COAL_RESERVES
EMBEDDED_CARBON_GAS_RESERVES
EMBEDDED_CARBON_OIL_RESERVES
EMBEDDED_CARBON_TOTAL_RESERVES
EMISSIONS_FREE_PRODUCTION
EMISSION_REDUCTION
CDP_EMISSIONS_BIO_SEQ_CARBON
EMISSIONS_OTHER_COMBUSTION
CDP_REPORTING_YR_END_DATE
ENERGY_CONS_LNDLD_SVC_COM_AREA
ENERGY_EFFIC_POLICY
ENERGY_EFFICIENT_PROD_OFFERINGS
ENERGY_INTENSITY_ALUMINUM
ENERGY_INTENSITY_PER_ASSETS
ENERGY_INTENSITY_PER_EBITDA
ENERGY_INTENSITY_PER_EMPLOYEE
ENERGY_INTENSITY_PER_MBOE_PROD
ENRGY_INTENS_REV_PSNGR_MI_KMS
ENERGY_INTENSITY_PER_SALES
ENERGY_INTENSITY_PER_SQ_FT
ENERGY_INTENSITY_PER_VEHICLE
ENERGY_PER_UNIT_PRODUCTION
ENERGY_SAVING_CERTIFICATES
ENRGY_TARGT_BASELINE_YR
ENERGY_TARGET_PCT_ACHIEVED
ENRGY_TARGT_YR
ENRG_PER_TOT_WSTWTR_TREATD_DERVD
ENRG_PER_TOT_WATER_SUPPLID_DERVD
CDP_ENG_POLICYMAKERS_CLIMATE_CHG
ENVIRONMENTAL_ACCTG_COST
ENV_IMPCT_ASSESSMNT_PERFRMD
ENV_IMPCT_ASSMNT_RISKS_ADD
ENVIRON_QUAL_MGT
ENVIRON_SUPPLY_MGT
FLEET_FUEL_USED
FLOOR_AREA_COVERED_BY_ENERGY_RTG
FLR_AREA_CVRD_REIT_ENRG_DATA
FLR_AREA_CVRD_REIT_H2O_DATA
FLR_AREA_COVERED_BY_STBLY_CERT
FOSSIL_FUELS_%_ENERGY_CAPACITY
FOSSIL_FUELS_ENERGY_CAPACITY
FOSSIL_FUELS_ENERGY_PRODUCTION
FOSSIL_FUELS_%_ENERGY_PRODUCTION
FRACTURING_FLUID_USE_POLICY
FRESHWATER_WITHDRAWALS
FUEL_CONS_LNDLD_SVC_COM_AREA
FUEL_CONS_SUB_METRD_TENNTS
FUEL_CONSUMPTION_PER_RPM
COAL_USED
OIL_DIESEL_USED
NAT_GAS_USED
FUEL_USED_ELEC_GEN_BIOMASS_K_MT
FUEL_USED_ELEC_GEN_FUEL_OIL_K_MT
FUEL_USED_IN_ELEC_GEN_NATGAS_GWH
FUGITIVE_EMISSIONS
GHG_CVD_REG_OTHER_EU_ETS
GHG_EMISSIONS_ABS_REDUCT_TGT
GHG_EMISSIONS_DATA_TYPE
GHG_EMISS_INTENS_REDUCT_TGT
GHG_EMISSIONS_REDUCTION_POLICY
GHG_EMISSIONS_REDUCT_TGT_ABS
GHG_EMISSIONS_POWER_DELIVERY
GHG_ESTIMATE_COVERAGE_COMPANY_ID
GHG_ESTIMATE_COVERAGE_TICKER
GHG_ESTIMATE_PERCENTILE
GHG_INTENSITY_PER_POWER_GEN
GHG_INTENSITY_PER_VEHICLE
GHG_SCOPE_1
GHG_SCOPE_1_ESTIMATE
GHG_SCOPE_1_ESTIMATE_25TH_PCTL
GHG_SCOPE_1_ESTIMATE_50TH_PCTL
GHG_SCOPE_1_ESTIMATE_75TH_PCTL
GHG_SCOPE_1_ESTIMATE_99TH_PCTL
GHG_SCOPE_1_INTENS_PER_PWR_GEN
GHG_SCOPE_1_INTENSITY_PER_SALES
GHG_SCOPE_2
GHG_SCOPE_2_ESTIMATE
GHG_SCOPE_2_ESTIMATE_25TH_PCTL
GHG_SCOPE_2_ESTIMATE_50TH_PCTL
GHG_SCOPE_2_ESTIMATE_75TH_PCTL
GHG_SCOPE_2_ESTIMATE_99TH_PCTL
GHG_SCOPE_2_INTENSITY_PER_SALES
GHG_SCOPE_3
GHG_SCOPE_3_ESTIMATE
GHG_SCOPE_3_ESTIMATE_25TH_PCTL
GHG_SCOPE_3_ESTIMATE_50TH_PCTL
GHG_SCOPE_3_ESTIMATE_75TH_PCTL
GHG_SCOPE_3_ESTIMATE_99TH_PCTL
GHG_CO2_INTENSITY_PER_POWER_GEN
GAS_ENERGY_PRODUCTION
GAS_FLARING
GAS_FLARING_PER_MBOE
GAS_%_ENERGY_PRODUCTION
GLOBAL_WARMING_POTNTIL_WAVG
GREEN_BOND_LOAN_INDICATOR
GREEN_BUILDING
GREEN_CHEM_PRINCIPLES_USD
GREEN_LEASE_INITITVS
GHG_INTENSITY_PER_ASSETS
GHG_INTENSITY_PER_EBITDA
GHG_INTENSITY_PER_EMPLOYEE
GHG_INTENSITY_PER_ENERGY
GHG_INTENSITY_PER_GWH_SOLD
GHG_INTENSITY_PER_MBOE
GHG_INTENSITY_PER_RPM
GHG_INTENSITY_PER_ELEC_SOLD
GHG_INTENSITY_PER_SALES
GHG_INTENSITY_PER_SQ_FT
GRID_ELECTRICITY_USED
GROUNDWATER_WITHDRAWALS
HAS_FRSTY_STD_SUSP_TERMIN
HAP_EMISSIONS
HAZARDOUS_WASTE
HAZARDOUS_WASTE_MGMT_POL
HAZARDOUS_WASTE_RECYCLED
HEAT_GEN_CAP_THERM_CHP_IN_MW
HEAT_PRODUCED_THERMAL_CHP_IN_GWH
CDP_HI_LVL_CLIMATE_CHANGE_IS_MGD
HTNG_COOL_LNDLD_SVC_COM_AREA
HYDRO_%_ENERGY_CAPACITY
HYDRO_ENERGY_CAPACITY
HYDRO_ENERGY_PRODUCTION
HYDRO_%_ENERGY_PRODUCTION
HYDROCARBON_SPILLS_RECOVERED
HYDROGEN_SULFIDE_H2S_EMISSIONS
ISO_14001_SITES
CDP_INCENT_CHG_MONETARY_REWARDS
CDP_INCENT_IND_MGT_OF_CLIMATE_CH
INDEPENDENT_ASSESSMENT_CONDUCTED
INDIRECT_CO2_EMISSIONS
INDRCT_EMISS_ENRGY_CONSUMP_DERVD
INDRCT_MARKT_BASED_CO2
INFRSTR_FOR_LOW_CBN_TRANS_RP
INVSTMNT_IN_SUSTNBLE_PRODCTS
CDP_ORIGINATION_CARBON_OFFSETS
CDP_OTHER_COMPLIANCE_PROGRAMS
CDP_TRADING_ALLOWANCES_ETS
IS_ENR_RED_TGT_SPEC_LFL_CONS
LFL_PCT_CHG_ENRGY_CONSUMPT
LFL_PCT_CHG_WTR_WITHDRAWALS
LAND_DISTURBED
LAND_RESTORED
LEAD_EMISSIONS
LIKE_FOR_LIKE_ENERGY_CONSUMPTION
LIKE_FOR_LIKE_WATER_WITHDRAWALS
LFL_ELECTRICITY_CONSUMPTION
LFL_FUEL_CONSUMPTION
LFL_RENEWABLE_ENERGY_USE
LIQUEFIED_PETRO_GAS_LPG_USED
CARBN_EMISSN_CLEANR_ENRGY_SOURC
CARBN_EMISSN_ENRGY_MGMT_EFFICNCY
CARBN_EMISSN_TGT_BASE_YR
CARBN_EMISSN_TGT_REDUCTN_PCT
CARBN_EMISSN_TGT_YR
OPPS_RNW_ENRGY_COMM_RNW_PWR
OPPS_RNW_ENRGY_GRN_PWR_OPT
OPPS_RNW_ENRGY_PCT_PLAN_CAP
OPPS_RNW_ENRGY_TOTL_RNW_CAP
TOXIC_EMISSN_ENV_IMP_AUDT
TOXIC_EMISSN_TGT_BASELINE_YR
TOXIC_EMISSN_TGT_REDUCTN_PCT
TOXIC_EMISSN_TGT_YR
WATER_STRESS_ALT_SOURC_USED
WATER_STRESS_CONS_ALT_SOURCE_PCT
WATER_STRESS_TGT_BASELINE_YR
WATER_STRESS_TGT_REDUCTN_PCT
WATER_STRESS_TGT_YR
MANGANESE_EMISSIONS
MATS_RECOVERED_WERE_RECYCLED
MERCURY_HG_EMISSIONS
METHANE_EMISSIONS
MINERAL_WASTE
MINERAL_WST_ACID_ROCK_DRAIN_POL
MINERAL_WASTE_RECYCLED
MINING_OVERBURDEN
MUNICIPAL_WATER_USE
NOX_EMISSIONS_PER_SALES
NOX_INTENSITY_PER_MBOE
NOX_INTENSITY_PER_POWER_GEN
NOX_INTENS_PER_REV_PSNGR_MI_KMS
GAS_ENERGY_CAPACITY
GAS_%_ENERGY_CAPACITY
NET_ZERO_EMISSNS_TGT
NET_ZERO_STATUS
NET_ZERO_TARGET_YEAR
CLIMATE_CHG_PRODS
NOX_EMISSIONS
NF3_EMISSIONS
NUCLEAR_%_ENERGY_CAPACITY
NUCLEAR_%_ENERGY
NUCLEAR_ENERGY_CAPACITY
NUCLEAR_ENERGY_PRODUCTION
NUCLEAR_WASTE
NUM_NON_ACC_RL_RAIL_TRANS
NUM_PROD_3RD_PTY_STBLY_CERTS
NUMBER_SITES_ESA
NUMBER_SPILLS
NUMBER_ACTIVE_LANDFILLS
NUM_OF_BLDG_WITH_AN_ENRG_RTG
NUM_BLDG_WITH_SUSTAIN_CERT
NUM_ENVIRON_FINES
NUMBER_ENVIRONMENTAL_INCIDENTS
NUMBER_HYDROCARBON_SPILLS
NUMBER_PIPELINE_INCIDENTS
NUMBER_PRODUCTS_ECO_LABELS
NUM_PROJ_CLMT_CHG_MITIGATION
NUM_OF_PPTYS_CVRD_ENRG_DATA
NUM_OF_PPTYS_CVRD_H2O_DATA
NUMBER_RECYCLING_CENTERS
NUM_SIGNIF_ENVIRONMENTAL_FINES
NUM_SIGNIF_ENV_INCIDENTS
NUMBER_SIGNIFICANT_SPILLS
NUMBER_SMART_METER_CUSTOMERS
NUMBER_SMART_METER_INSTALLED
NUMBER_TAILINGS_IMPOUNDMENTS
NUMBER_TRANSFER_STATIONS
NUMBER_WASTE_TO_ENERGY_PROJECTS
NUMBER_ZEV_SOLD
ODS_EMISSIONS
OFFRS_GMO_FREE_ALT
ORGANIC_WASTE_MANURE_GENERATED
CDP_OTHER_EMISSIONS_PROGRAMS_DES
OTH_RENEWABLES_%_ENERGY_CAPACITY
OTHER_RENEWABLES_ENERGY_CAPACITY
OTHER_RENEWABLES_ENERGY_PROD
OTHER_RENEWABLES_%_ENERGY_PROD
CDP_STRATEGY_COMPLIANCE_EM_PROG
PAH_EMISSIONS
PM_10_EMISSIONS
PACK_RECYCLABLE_COMPSTBL_MAT
PACKGNG_FROM_RECYCLED_MATERIALS
PAPER_CONSUMPTION
PAPER_CONSUMPTION_PER_EMPLOYEE
PAPER_CONSUMPTION_PER_SALES
PAPER_RECYCLED
PARTICULATE_EMISSIONS
PCT_GHG_EM_CVRD_UND_REG_PROG
PCT_LAND_MNGD_NRCS_PLAN
PCT_RECYCLED_MATERIALS
PCT_SITES_CERTIFIED
PCT_WATER_RECYCLED
PCT_FLR_AREA_CVRD_ENRG_CERT
PCT_FLR_AREA_REIT_ENRG_DATA
PCT_FLR_AREA_REIT_H2O_DATA
